calle;calleClean;name;surname;fiabilidad;gender;category;typeofroad;wikipedia;done
Calle Castillo de Peracense;Castillo Peracense;Castillo;Peracense;2;Unknown;-;-;;TRUE
Calle Río Grío;Calle  Grío;Calle;;0;Unknown;-;-;;TRUE
Calle Río Aguas Vivas;Calle  Aguas Vivas;Calle;;0;Unknown;-;-;;TRUE
Calle Río Arba de Luesia;Calle  Arba Luesia;Calle;;0;Unknown;-;-;;TRUE
Camino Valimaña;Valimaña;Valimaña;;0;Unknown;-;-;;TRUE
Calle Río Ara;Calle  Ara;Calle;;2;Unknown;-;-;;TRUE
Calle Isla Conejera;Isla Conejera;Isla;Conejera;2;Unknown;-;-;;TRUE
Calle Isla de Menorca;Isla Menorca;Isla;Menorca;2;Unknown;-;-;;TRUE
Calle Isla de Ibiza;Isla Ibiza;Isla;Ibiza;2;Unknown;-;-;;TRUE
Calle Isla de Cabrera;Isla Cabrera;Isla;Cabrera;2;Unknown;-;-;;TRUE
Calle Isla de Formentera;Isla Formentera;Isla;Formentera;2;Unknown;-;-;;TRUE
Calle Pablo Bruna;Pablo Bruna;Pablo;Bruna;-2;Male;-;-;;TRUE
Calle Fidel Seral;FiSeral;FiSeral;;0;Male;-;-;;TRUE
Calle de Jesús Gracia;Jesús Gracia;Jesús;Gracia;-2;Male;-;-;;TRUE
Calle Río Matarraña;Calle  Matarraña;Calle;;0;Unknown;-;-;;TRUE
Calle Río Piedra;Calle  Piedra;Calle;;0;Unknown;-;-;;TRUE
Puente del Río Gállego;Puente  Gállego;Puente;;0;Unknown;-;-;;TRUE
Avenida de Santa Isabel;Santa Isabel;Santa;Isabel;2;Female;-;-;https://es.wikipedia.org/wiki/Isabel_(santa);TRUE
Camino del Jarandín;Jarandín;Jarandín;;0;Unknown;-;-;;TRUE
Calle Río Martín;Calle  Martín;Calle;;-2;Unknown;-;-;;TRUE
Calle Río Perejiles;Calle  Perejiles;Calle;;0;Unknown;-;-;;TRUE
Puente peatonal del Río Gállego;Puente peatonal  Gállego;Puente;peatonal;0;Unknown;-;-;;TRUE
Calle de la Raperi;Raperi;Raperi;;0;Unknown;-;-;;TRUE
Calle Río Gállego;Calle  Gállego;Calle;;0;Unknown;-;-;;TRUE
Avenida de la Industria;Industria;Industria;;0;Unknown;-;-;;TRUE
Calle de Manuel Vázquez Montalbán;Manuel Vázquez Montalbán;Manuel;Vázquez;-2;Male;-;-;;TRUE
Avenida de Movera;Movera;Movera;;0;Unknown;-;-;;TRUE
Calle de Víctor Jara;Víctor Jara;Víctor;Jara;-2;Male;-;-;;TRUE
Calle de Narciso Monturiol;Narciso Monturiol;Narciso;Monturiol;-2;Male;-;-;;TRUE
Calle José Antonio Rey del Corral;José Antonio Rey Corral;José;Antonio;-2;Male;-;-;;TRUE
Camino de los Silos;Silos;Silos;;0;Unknown;-;-;;TRUE
Calle Santiago Pellicena Frac;Santiago Pellicena Frac;Santiago;Pellicena;-2;Male;-;-;;TRUE
Calle La Compuerta;La Compuerta;La;Compuerta;0;Unknown;-;-;;TRUE
Calle Andalán;Andalán;Andalán;;0;Unknown;-;-;;TRUE
Calle Justo Dorado Castro;Justo Dorado Castro;Justo;Dorado;-2;Male;-;-;;TRUE
Calle La Báscula;La Báscula;La;Báscula;0;Unknown;-;-;;TRUE
Calle Bodegón;Bodegón;Bodegón;;0;Unknown;-;-;;TRUE
Calle de Julio Palacios;Julio Palacios;Julio;Palacios;-2;Male;-;-;;TRUE
Calle de la Alameda;Alameda;Alameda;;0;Unknown;-;-;;TRUE
Calle La Cenia;La Cenia;La;Cenia;0;Unknown;-;-;;TRUE
Calle de Antonio Royo;Antonio Royo;Antonio;Royo;-2;Male;-;-;;TRUE
Calle de Jesús Burriel Arias;Jesús Burriel Arias;Jesús;Burriel;-2;Male;-;-;;TRUE
Puente de Manuel Giménez Abad;Manuel Giménez Abad;Manuel;Giménez;-2;Male;-;-;;TRUE
Camino de Paniporta;Paniporta;Paniporta;;0;Unknown;-;-;;TRUE
Calle de la Virgen;Virgen;Virgen;;2;Female;-;-;https://es.wikipedia.org/wiki/Mar%C3%ADa_(madre_de_Jes%C3%BAs);TRUE
Calle la Cochera;la Cochera;la;Cochera;0;Unknown;-;-;;TRUE
Travesia la Cochera;Travesia la Cochera;Travesia;la;0;Unknown;-;-;;TRUE
Camino de Tajaderas;Tajaderas;Tajaderas;;0;Unknown;-;-;;TRUE
Camino El Horchatero;El Horchatero;El;Horchatero;0;Unknown;-;-;;TRUE
Calle Juan Padilla;Juan Padilla;Juan;Padilla;-2;Male;-;-;;TRUE
Juan Peralta;Juan Peralta;Juan;Peralta;-2;Male;-;-;;TRUE
Avenida de Montañana;Montañana;Montañana;;0;Unknown;-;-;;TRUE
Calle Juan Bravo;Juan Bravo;Juan;Bravo;-2;Male;-;-;;TRUE
Calle Francisco Maldonado;Francisco Maldonado;Francisco;Maldonado;-2;Male;-;-;;TRUE
Camino de Rosa Portolés Oliver;Rosa Portolés Oliver;Rosa;Portolés;2;Female;-;-;https://es.wikipedia.org/wiki/Mar%C3%ADa_Cornelia_Olivares;TRUE
Avenida de Motañana;Motañana;Motañana;;0;Unknown;-;-;;TRUE
Camino del Cementerio;Cementerio;Cementerio;;0;Unknown;-;-;;TRUE
Camino Las Palomas;Las Palomas;Las;Palomas;0;Unknown;-;-;;TRUE
Calle del Lago;Lago;Lago;;0;Unknown;-;-;;TRUE
Calle María Teresa Giral Pérez;María Teresa Giral Pérez;María;Teresa;2;Female;-;-;https://es.wikipedia.org/wiki/Mar%C3%ADa_Teresa_Miras_Portugal;TRUE
Calle Angel Subira;Angel Subira;Angel;Subira;-2;Male;-;-;;TRUE
Calle María Pilar Real del Castillo;María Pilar Real Castillo;María;Pilar;2;Female;-;-;https://es.wikipedia.org/wiki/Isabella_Castillo;TRUE
Calle María de Ávila;María Ávila;María;Ávila;2;Female;-;-;https://es.wikipedia.org/wiki/Mar%C3%ADa_%C3%81vila_Serna;TRUE
Calle de Eduardo López García;Eduardo López García;Eduardo;López;-2;Male;-;-;;TRUE
Calle Emilio Mene;Emilio Mene;Emilio;Mene;-2;Male;-;-;;TRUE
Calle Baja;Baja;Baja;;0;Unknown;-;-;;TRUE
Calle de Nuestra Señora del Rosario;Nuestra Señora Rosario;Nuestra;Señora;2;Female;-;-;https://es.wikipedia.org/wiki/Nuestra_Se%C3%B1ora_de_la_Soledad;TRUE
Calle Callejón;Calle;Calle;;0;Unknown;-;-;;TRUE
Camino Los Olivos;Los Olivos;Los;Olivos;0;Unknown;-;-;;TRUE
Calle Iglesia;Iglesia;Iglesia;;0;Unknown;-;-;;TRUE
Plaza Nuestra Señora del Rosario;Nuestra Señora Rosario;Nuestra;Señora;2;Female;-;-;https://es.wikipedia.org/wiki/Nuestra_Se%C3%B1ora_de_la_Soledad;TRUE
Calle de San Roque;San Roque;San;Roque;-2;Male;-;-;;TRUE
Camino Torre Los Escolapios;Torre Los Escolapios;Torre;Los;0;Unknown;-;-;;TRUE
Camino El Olvido;El Olvido;El;Olvido;2;Unknown;-;-;;TRUE
Calle de la Hiedra;Hiedra;Hiedra;;2;Unknown;-;-;;TRUE
Calle Monterdes;Monterdes;Monterdes;;0;Unknown;-;-;;TRUE
Calle del Azoque;Azoque;Azoque;;0;Unknown;-;-;;TRUE
Camino Los Colchoneros;Los Colchoneros;Los;Colchoneros;0;Unknown;-;-;;TRUE
Calle del Cinco de Marzo;Cinco Marzo;Cinco;Marzo;0;Unknown;-;-;;TRUE
Camino del Arco;Arco;Arco;;0;Unknown;-;-;;TRUE
Camino Ronda;Ronda;Ronda;;2;Unknown;-;-;;TRUE
Camino Torre Ordovás;Torre Ordovás;Torre;Ordovás;0;Unknown;-;-;;TRUE
Camino de Ronda;Ronda;Ronda;;2;Unknown;-;-;;TRUE
Camino Torre Ramos;Torre Ramos;Torre;Ramos;2;Unknown;-;-;;TRUE
Camino Torre Granadas;Torre Granadas;Torre;Granadas;0;Unknown;-;-;;TRUE
Camino Torre Vargas;Torre Vargas;Torre;Vargas;0;Unknown;-;-;;TRUE
Calle El Acierto;El Acierto;El;Acierto;0;Unknown;-;-;;TRUE
Calle Javier Tomeo Estallo;Javier Tomeo Estallo;Javier;Tomeo;-2;Male;-;-;;TRUE
Calle Julio Calvo Alfaro;Julio Calvo Alfaro;Julio;Calvo;-2;Male;-;-;;TRUE
Calle Guillermo Fatás Cabeza;Guillermo Fatás Cabeza;Guillermo;Fatás;-2;Male;-;-;;TRUE
Calle Avelina Tovar y Andrade;Avelina Tovar y Andrade;Avelina;Tovar;2;Female;;;https://es.wikipedia.org/wiki/Avelina_Tovar_y_Andrade;TRUE
Calle Gimeno Gil;Gimeno Gil;Gimeno;Gil;-2;Male;-;-;;TRUE
Calle Fernando Lázaro Carreter;Fernando Lázaro Carreter;Fernando;Lázaro;-2;Male;-;-;;TRUE
Calle Mariano de Cavia;Mariano Cavia;Mariano;Cavia;-2;Male;-;-;;TRUE
Calle Sauce;Sauce;Sauce;;0;Unknown;-;-;;TRUE
Calle Brazal Candala;Brazal Candala;Brazal;Candala;0;Unknown;-;-;;TRUE
Calle Tomás Ostáriz Forcén;Tomás Ostáriz Forcén;Tomás;Ostáriz;-2;Male;-;-;;TRUE
Calle de la Juventud;Juventud;Juventud;;0;Unknown;-;-;;TRUE
Calle Fermín Otín Traid;Fermín Otín Traid;Fermín;Otín;-2;Male;-;-;;TRUE
Avenida de los Estudiantes;Estudiantes;Estudiantes;;0;Unknown;-;-;;TRUE
Calle Martincho;Martincho;Martincho;;0;Unknown;-;-;;TRUE
Calle Francisco García Torcal;Francisco García Torcal;Francisco;García;-2;Male;-;-;;TRUE
Calle Brazal Torre El Ángel;Brazal Torre El Ángel;Brazal;Torre;-2;Male;-;-;;TRUE
Calle Ángel Canellas López;Ángel Canellas López;Ángel;Canellas;-2;Male;-;-;;TRUE
Calle Norte;Norte;Norte;;0;Unknown;-;-;;TRUE
Calle Alfonso Zapater Gil;Alfonso Zapater Gil;Alfonso;Zapater;-2;Male;-;-;;TRUE
Calle Guillermo Gúdel Martí;Guillermo GúMartí;Guillermo;GúMartí;-2;Male;-;-;;TRUE
Calle Rosa María Aranda;Rosa María Aranda;Rosa;María;2;Female;-;-;https://es.wikipedia.org/wiki/Rosa_Mar%C3%ADa_Aranda;TRUE
Calle Pilar Delgado Navarro;Pilar Delgado Navarro;Pilar;Delgado;2;Female;-;-;https://es.wikipedia.org/wiki/Clara_Delgado_Valero;TRUE
Calle La Iglesia;La Iglesia;La;Iglesia;0;Unknown;-;-;;TRUE
Calle San José;San José;San;José;-2;Male;-;-;;TRUE
Calle Antonio Fernández Molina;Antonio Fernández Molina;Antonio;Fernández;-2;Male;-;-;;TRUE
Parque de la Alameda;Alameda;Alameda;;0;Unknown;-;-;;TRUE
Calle del Riego;Riego;Riego;;0;Unknown;-;-;;TRUE
Calle de la Reina de Portugal;Reina Portugal;Reina;Portugal;2;Female;-;-;https://es.wikipedia.org/wiki/Mar%C3%ADa_I_de_Portugal;TRUE
Callejón del Riego;Riego;Riego;;0;Unknown;-;-;;TRUE
Calle de Cenia;Cenia;Cenia;;0;Unknown;-;-;;TRUE
Plaza Serrano Berges;Serrano Berges;Serrano;Berges;0;Male;-;-;;TRUE
Calle Salvador Valiente Aznar;Salvador Valiente Aznar;Salvador;Valiente;-2;Male;-;-;;TRUE
Calle Mosén Damián Borobia;Mosén Damián Borobia;Mosén;Damián;-2;Male;-;-;;TRUE
Calle El Día;El Día;El;Día;0;Unknown;-;-;;TRUE
Calle el Baile;el Baile;el;Baile;0;Unknown;-;-;;TRUE
Calle de Pepe Garcés;Pepe Garcés;Pepe;Garcés;-2;Male;-;-;;TRUE
Calle Meridiano;Meridiano;Meridiano;;0;Unknown;-;-;;TRUE
Brazal Valseca;Brazal Valseca;Brazal;Valseca;0;Unknown;-;-;;TRUE
Calle Once de Septiembre;Once Septiembre;Once;Septiembre;0;Unknown;-;-;;TRUE
Calle Santa Alodia;Santa Alodia;Santa;Alodia;2;Female;-;-;https://es.wikipedia.org/wiki/Alodia_y_Nunilo;TRUE
Calle Santa Nunila;Santa Nunila;Santa;Nunila;2;Female;-;-;;TRUE
Calle Higinio Gil;Higinio Gil;Higinio;Gil;-2;Male;-;-;;TRUE
Calle Brazal Pelegrin;Brazal Pelegrin;Brazal;Pelegrin;-2;Male;-;-;;TRUE
Calle Brazal Zapateros;Brazal Zapateros;Brazal;Zapateros;0;Unknown;-;-;;TRUE
Calle Serrano Ostáriz;Serrano Ostáriz;Serrano;Ostáriz;0;Unknown;-;-;;TRUE
Calle Carlos Lapetra;Carlos Lapetra;Carlos;Lapetra;-2;Male;-;-;;TRUE
Calle Sur;Sur;Sur;;0;Unknown;-;-;;TRUE
Calle Oeste;Oeste;Oeste;;0;Unknown;-;-;;TRUE
Calle Inocencio Ruiz Lasala;Inocencio Ruiz Lasala;Inocencio;Ruiz;-2;Male;-;-;;TRUE
Calle de Don Ramón Figueras;Don Ramón Figueras;Don;Ramón;-2;Male;-;-;;TRUE
Calle de Andrés Benito;Andrés Benito;Andrés;Benito;-2;Male;-;-;;TRUE
Calle de la Huerta Alta;Huerta Alta;Huerta;Alta;0;Unknown;-;-;;TRUE
Calle de Víctor Balaguer;Víctor Balaguer;Víctor;Balaguer;-2;Male;-;-;;TRUE
Calle José Antonio Gabriel y Galán;José Antonio Gabriel y Galán;José;Antonio;-2;Male;-;-;;TRUE
Calle Salvatella;Salvatella;Salvatella;;0;Unknown;-;-;;TRUE
Calle de la Huerta Honda;Huerta Honda;Huerta;Honda;0;Unknown;-;-;;TRUE
Calle Rigoberta Menchú;Rigoberta Menchú;Rigoberta;Menchú;0;Female;-;-;https://es.wikipedia.org/wiki/Rigoberta_Mench%C3%BA;TRUE
Glorieta de Ramón Arana;Glorieta de Ramón Arana;Glorieta;de;-2;Male;-;-;;TRUE
Calle Pilar Lapuente Mercadal;Pilar Lapuente Mercadal;Pilar;Lapuente;2;Female;-;-;;TRUE
Calle Dieciseis de Julio;Dieciseis Julio;Dieciseis;Julio;-2;Unknown;-;-;;TRUE
Calle de la Tertulia;Tertulia;Tertulia;;0;Unknown;-;-;;TRUE
Calle La Tertulia;La Tertulia;La;Tertulia;0;Unknown;-;-;;TRUE
Avenida del Real Zaragoza;Real Zaragoza;Real;Zaragoza;2;Unknown;-;-;;TRUE
Calle Dieciséis de Julio;Dieciséis Julio;Dieciséis;Julio;-2;Unknown;-;-;;TRUE
Calle de la Nave;Nave;Nave;;0;Unknown;-;-;;TRUE
Calle Julián Serrano Puértolas;Julián Serrano Puértolas;Julián;Serrano;-2;Male;-;-;;TRUE
Calle Antonio Cubel Benedicto;Antonio Cubel Benedicto;Antonio;Cubel;-2;Male;-;-;;TRUE
Calle Félix Ruiz Sánchez;Félix Ruiz Sánchez;Félix;Ruiz;-2;Male;-;-;;TRUE
Calle de Agustina Rodríguez;Agustina Rodríguez;Agustina;Rodríguez;2;Female;-;-;;TRUE
Calle de la Concordia;Concordia;Concordia;;2;Unknown;-;-;;TRUE
Calle Cadiera;Cadiera;Cadiera;;0;Unknown;-;-;;TRUE
Calle de la Solidaridad;Solidaridad;Solidaridad;;0;Unknown;-;-;;TRUE
Calle de Mamblas;Mamblas;Mamblas;;0;Unknown;-;-;;TRUE
Camino Encuentro;Encuentro;Encuentro;;0;Unknown;-;-;;TRUE
Camino Olivar;Olivar;Olivar;;0;Unknown;-;-;;TRUE
Calle Hondos del Tejar;Hondos Tejar;Hondos;Tejar;0;Unknown;-;-;;TRUE
Calle de San Ramón;San Ramón;San;Ramón;-2;Male;-;-;;TRUE
Calle de la Virgen de Movera;VirgMovera;VirgMovera;;0;Female;-;-;;TRUE
Calle de la Alberca;Alberca;Alberca;;0;Unknown;-;-;;TRUE
Camino de la Torre Hornero;Torre Hornero;Torre;Hornero;0;Unknown;-;-;;TRUE
Calle Padre Claret;Padre Claret;Padre;Claret;0;Male;-;-;;TRUE
Grupo de naves Gregorio Quejido;Grupo de naves Gregorio Quejido;Grupo;de;-2;Male;-;-;;TRUE
Calle J;J;J;;0;Unknown;-;-;;TRUE
Calle H;H;H;;0;Unknown;-;-;;TRUE
Camino del Tejar;Tejar;Tejar;;0;Unknown;-;-;;TRUE
Paseo de los Rosales;Rosales;Rosales;;0;Unknown;-;-;;TRUE
Calle de Emilio Castelar;Emilio Castelar;Emilio;Castelar;-2;Male;-;-;;TRUE
Calle de las Flores;Flores;Flores;;2;Unknown;-;-;;TRUE
Calle San Joaquín;San Joaquín;San;Joaquín;-2;Male;-;-;;TRUE
Calle Francisco Rodrigo;Francisco Rodrigo;Francisco;Rodrigo;-2;Male;-;-;;TRUE
Calle Pepa Cobos;Pepa Cobos;Pepa;Cobos;2;Female;-;-;;TRUE
Paseo Vicente Cazcarra Cremallé;Vicente Cazcarra Cremallé;Vicente;Cazcarra;-2;Male;-;-;;TRUE
Paseo Nuestra Señora de la Sagrada;Nuestra Señora Sagrada;Nuestra;Señora;0;Female;-;-;;TRUE
Calle Mosen Felix Marco;MosFelix Marco;MosFelix;Marco;-2;Male;-;-;;TRUE
Camino de Monzalbarba;Monzalbarba;Monzalbarba;;0;Unknown;-;-;;TRUE
Camino la Condesa;la Condesa;la;Condesa;0;Female;-;-;;TRUE
Camino de la Balsa del Chocolatero;Balsa Chocolatero;Balsa;Chocolatero;0;Unknown;-;-;;TRUE
Camino Torre la Condesa;Torre la Condesa;Torre;la;0;Female;-;-;;TRUE
Camino de Mozota;Mozota;Mozota;;0;Unknown;-;-;;TRUE
Urbanización Torrebarajas II;Urbanización Torrebarajas II;Urbanización;Torrebarajas;0;Unknown;-;-;;TRUE
Urbanización Maitena;Urbanización Maitena;Urbanización;Maitena;2;Female;-;-;https://es.wikipedia.org/wiki/Maitena;TRUE
Camino Maitena;Maitena;Maitena;;2;Female;-;-;https://es.wikiquote.org/wiki/Maitena;TRUE
Urbanización Torrebarajas;Urbanización Torrebarajas;Urbanización;Torrebarajas;0;Unknown;-;-;;TRUE
Calle de Manuel Jalón;Manuel Jalón;Manuel;Jalón;-2;Male;-;-;;TRUE
Camino Nuevo;Nuevo;Nuevo;;0;Unknown;-;-;;TRUE
Camino nuevo;nuevo;nuevo;;0;Unknown;-;-;;TRUE
Camino Torre Barajas;Torre Barajas;Torre;Barajas;0;Unknown;-;-;;TRUE
Camino San Miguel;San Miguel;San;Miguel;-2;Male;-;-;;TRUE
Urbanización Colonia de San Lamberto;Urbanización Colonia de San Lamberto;Urbanización;Colonia;-2;Male;-;-;;TRUE
Gasolinera Nafte;Gasolinera Nafte;Gasolinera;Nafte;0;Unknown;-;-;;TRUE
Camino Barboles;Barboles;Barboles;;0;Unknown;-;-;;TRUE
Camino del Pilón;Pilón;Pilón;;0;Unknown;-;-;;TRUE
Calle de las Palmeras;Palmeras;Palmeras;;0;Unknown;-;-;;TRUE
Calle de Los Almendros;Los Almendros;Los;Almendros;0;Unknown;-;-;;TRUE
Calle Paraíso;Paraíso;Paraíso;;0;Unknown;-;-;;TRUE
Camino del Pollero;Pollero;Pollero;;0;Unknown;-;-;;TRUE
Camino de Épila;Épila;Épila;;0;Unknown;-;-;;TRUE
Calle de San Juan Bautista de la Salle;San Juan Bautista Salle;San;Juan;-2;Male;-;-;;TRUE
Avenida Manuel Rodríguez Ayuso;Manuel Rodríguez Ayuso;Manuel;Rodríguez;-2;Male;-;-;;TRUE
Calle de Maurice Ravel;Maurice Ravel;Maurice;Ravel;-2;Male;-;-;;TRUE
Calle Franz Schubert;Franz Schubert;Franz;Schubert;-2;Male;-;-;;TRUE
Calle de Roger de Flor;Roger de Flor;Roger;de;-2;Male;-;-;;TRUE
Calle del Padre Benito Feijóo;Padre Benito Feijóo;Padre;Benito;-2;Male;-;-;;TRUE
Calle de Vistabella;Vistabella;Vistabella;;0;Unknown;-;-;;TRUE
Calle de los Olivos;Olivos;Olivos;;0;Unknown;-;-;;TRUE
Calle La Marina;La Marina;La;Marina;2;Unknown;-;-;;TRUE
Calle La Paloma;La Paloma;La;Paloma;2;Unknown;-;-;;TRUE
Parque Paco Lacasa;Paco Lacasa;Paco;Lacasa;-2;Male;-;-;;TRUE
Plaza de la Rosa;Rosa;Rosa;;2;Unknown;-;-;;TRUE
Calle La Rosa;La Rosa;La;Rosa;2;Unknown;-;-;;TRUE
Calle del Pico de Cotiella;Pico Cotiella;Pico;Cotiella;0;Unknown;-;-;;TRUE
Plaza de las Peñetas;Peñetas;Peñetas;;0;Unknown;-;-;;TRUE
Calle La Merced;La Merced;La;Merced;2;Female;-;-;https://es.wikipedia.org/wiki/Virgen_de_la_Merced;TRUE
Calle de Antonio Layus;Antonio Layus;Antonio;Layus;-2;Male;-;-;;TRUE
Calle de Manuel Calvo;Manuel Calvo;Manuel;Calvo;-2;Male;-;-;;TRUE
Calle de Fernando Orozco González;Fernando Orozco González;Fernando;Orozco;-2;Male;-;-;;TRUE
Calle San Bartolomé;San Bartolomé;San;Bartolomé;-2;Male;-;-;;TRUE
Ronda Ibón de Plan;Ronda Ibón de Plan;Ronda;Ibón;2;Unknown;-;-;;TRUE
Calle Ibón de Cregüeña;Ibón Cregüeña;Ibón;Cregüeña;-2;Unknown;-;-;;TRUE
Calle Lagos de Llosas;Lagos Llosas;Lagos;Llosas;0;Unknown;-;-;;TRUE
Calle Ibón de Piedrafita;Ibón Piedrafita;Ibón;Piedrafita;-2;Unknown;-;-;;TRUE
Paseo Lagos de Alba;Lagos Alba;Lagos;Alba;2;Unknown;-;-;;TRUE
Calle Ibón de Ordiceto;Ibón Ordiceto;Ibón;Ordiceto;-2;Unknown;-;-;;TRUE
Calle del Lago de Barbarisa;Lago Barbarisa;Lago;Barbarisa;0;Unknown;-;-;;TRUE
Calle del Ibón de Catieras;Ibón Catieras;Ibón;Catieras;-2;Unknown;-;-;;TRUE
Calle del Ibón de Astún;Ibón Astún;Ibón;Astún;-2;Unknown;-;-;;TRUE
Calle Lagos de Coronas;Lagos Coronas;Lagos;Coronas;0;Unknown;-;-;;TRUE
Calle Luciano Pavarotti;Luciano Pavarotti;Luciano;Pavarotti;-2;Male;-;-;;TRUE
Calle de Silveria Fañanás;Silveria Fañanás;Silveria;Fañanás;2;Female;-;-;;TRUE
Calle Alfredo Kraus;Alfredo Kraus;Alfredo;Kraus;-2;Male;-;-;;TRUE
Calle Juan José Arenas;Juan José Arenas;Juan;José;-2;Male;-;-;;TRUE
Camino Almozara;Almozara;Almozara;;0;Unknown;-;-;;TRUE
Camino de la Noguera;Noguera;Noguera;;0;Unknown;-;-;;TRUE
Calle Ibón de Marboré;Ibón Marboré;Ibón;Marboré;-2;Unknown;-;-;;TRUE
Calle Ibón de Trigoniero;Ibón Trigoniero;Ibón;Trigoniero;-2;Unknown;-;-;;TRUE
Calle Juan Martín Sauras;Juan Martín Sauras;Juan;Martín;-2;Male;-;-;;TRUE
Calle Plácido Domingo;Plácido Domingo;Plácido;Domingo;-2;Male;-;-;;TRUE
Calle del Padre Benito Feijoo;Padre Benito Feijoo;Padre;Benito;-2;Male;-;-;;TRUE
Calle Ibón de Solana;Ibón Solana;Ibón;Solana;-2;Unknown;-;-;;TRUE
Plaza Lagos Azules;Lagos Azules;Lagos;Azules;0;Unknown;-;-;;TRUE
Calle Ibón de Estanés;Ibón Estanés;Ibón;Estanés;-2;Unknown;-;-;;TRUE
Calle Ibón de Armeña;Ibón Armeña;Ibón;Armeña;-2;Unknown;-;-;;TRUE
Calle de David González Paredes;David González Paredes;David;González;-2;Male;-;-;;TRUE
Urbanización El Portazgo;Urbanización El Portazgo;Urbanización;El;0;Unknown;-;-;;TRUE
Calle de Enrique Val;Enrique Val;Enrique;Val;-2;Male;-;-;;TRUE
Calle de José Manuel Blecua;José Manuel Blecua;José;Manuel;-2;Male;-;-;;TRUE
Calle de Andrés Sánchez Rodríguez;Andrés Sánchez Rodríguez;Andrés;Sánchez;-2;Male;-;-;;TRUE
Calle de Juan Bautista Labaña;Juan Bautista Labaña;Juan;Bautista;-2;Male;-;-;;TRUE
Calle de Pascual Lorenz Sebastián;Pascual Lorenz Sebastián;Pascual;Lorenz;-2;Male;-;-;;TRUE
Calle de Santiago Gracia Royo;Santiago Gracia Royo;Santiago;Gracia;-2;Male;-;-;;TRUE
Calle Carlos Oriz García;Carlos Oriz García;Carlos;Oriz;-2;Male;-;-;;TRUE
Calle Acacias;Acacias;Acacias;;0;Unknown;-;-;;TRUE
Calle José María Castro Calvo;José María Castro Calvo;José;María;-2;Male;-;-;;TRUE
Calle Ángel Jaria;Ángel Jaria;Ángel;Jaria;-2;Male;-;-;;TRUE
Calle de Sergio López Saz;Sergio López Saz;Sergio;López;-2;Male;-;-;;TRUE
Calle de Añes Cruces;Añes Cruces;Añes;Cruces;-2;Male;-;-;;TRUE
Calle de José María Muñoz Damián;José María Muñoz Damián;José;María;-2;Male;-;-;;TRUE
Calle de Alberto Antonio Mustienes Luesma;Alberto Antonio Mustienes Luesma;Alberto;Antonio;-2;Male;-;-;;TRUE
Calle de Ismael Hipólito Lor Vicente;Ismael Hipólito Lor Vicente;Ismael;Hipólito;-2;Male;-;-;;TRUE
Calle Francisco Lacasa;Francisco Lacasa;Francisco;Lacasa;-2;Male;-;-;;TRUE
Calle Lago de la Vall;Lago Vall;Lago;Vall;0;Unknown;-;-;;TRUE
Calle de Ibón de Ip;Ibón de Ip;Ibón;de;-2;Unknown;-;-;;TRUE
Calle del Marqués de San Felices;Marqués San Felices;Marqués;San;0;Male;-;-;;TRUE
Vía Hispanidad;Hispanidad;Hispanidad;;0;Unknown;-;-;;TRUE
Calle de Ibón de Labaza;Ibón de Labaza;Ibón;de;-2;Unknown;-;-;;TRUE
Calle de Óscar Llanos Flores;Óscar Llanos Flores;Óscar;Llanos;-2;Male;-;-;;TRUE
Calle Ibón de Acherito;Ibón Acherito;Ibón;Acherito;-2;Unknown;-;-;;TRUE
Calle Lago de Gías;Lago Gías;Lago;Gías;0;Unknown;-;-;;TRUE
Camino del Plano;Plano;Plano;;0;Unknown;-;-;;TRUE
Calle del Ibón de Anayet;Ibón Anayet;Ibón;Anayet;-2;Unknown;-;-;;TRUE
Camino de la Camisera;Camisera;Camisera;;0;Unknown;-;-;;TRUE
Calle de Antonio Leyva;Antonio Leyva;Antonio;Leyva;-2;Male;-;-;;TRUE
Calle Lagos de Millares;Lagos Millares;Lagos;Millares;0;Unknown;-;-;;TRUE
Paseo de los Tilos;Tilos;Tilos;;0;Unknown;-;-;;TRUE
Camino de Borgas;Borgas;Borgas;;0;Unknown;-;-;;TRUE
Calle Luis de la Torre Esteban;Luis Torre Esteban;Luis;Torre;-2;Male;-;-;;TRUE
Calle de Orión;Orión;Orión;;-2;Unknown;-;-;;TRUE
Calle de Aldebarán;Aldebarán;Aldebarán;;0;Unknown;-;-;;TRUE
Calle de las Pléyades;Pléyades;Pléyades;;0;Female;-;-;https://es.wikipedia.org/wiki/Pl%C3%A9yades_%28mitolog%C3%ADa%29;TRUE
Calle de Hércules;Hércules;Hércules;;-2;Unknown;-;-;;TRUE
Calle de Tauro;Tauro;Tauro;;0;Unknown;-;-;;TRUE
Calle de Algenib;Algenib;Algenib;;0;Unknown;-;-;;TRUE
Avenida de las Estrellas;Estrellas;Estrellas;;0;Unknown;-;-;;TRUE
Calle de la Capella;Capella;Capella;;0;Unknown;-;-;;TRUE
Calle Girasol;Girasol;Girasol;;0;Unknown;-;-;;TRUE
Calle Magnolia;Magnolia;Magnolia;;2;Unknown;-;-;;TRUE
Calle Flor de Lis;Flor Lis;Flor;Lis;2;Unknown;-;-;;TRUE
Calle de Sirio;Sirio;Sirio;;-2;Unknown;-;-;;TRUE
Calle de Federico Ozanam;Federico Ozanam;Federico;Ozanam;-2;Male;-;-;;TRUE
