calle;calleClean;name;surname;fiabilidad;gender;category;typeofroad;wikipedia
Travessa Carlos Golinelli;Carlos Golinelli;Carlos;Golinelli;-2;Male;-;-;
Travessa Mário Pinheiro;Mário Pinheiro;Mário;Pinheiro;-2;Male;-;-;
Travessa Aguia;Aguia;Aguia;;2;Unknown;-;-;
Travessa Beija Flor;Beija Flor;Beija;Flor;2;Unknown;-;-;
Travessa Araras;Araras;Araras;;0;Unknown;-;-;
Rua Doutor Ary Florencio Guimarães;Doutor Ary Florencio Guimarães;Doutor;Ary;-2;Male;-;-;
Rua Arilda Ribas Muzzillo;Arilda Ribas Muzzillo;Arilda;Ribas;2;Female;-;-;
Rua Ari José Valle;Rua Ari José;Rua;Ari;-2;Male;-;-;
Rua Rosa Leonardi;Rosa Leonardi;Rosa;Leonardi;2;Female;-;-;
Rua Nelson Ferreira da Luz;Nelson Ferreira da Luz;Nelson;Ferreira;-2;Male;-;-;
Rua Nova América;Nova América;Nova;América;2;Unknown;-;-;
Condomínio Villagio Felicità;Condomínio gio Felicità;Condomínio;gio;2;Unknown;-;-;
Condomínio Plaza Mayor;Condomínio  Mayor;Condomínio;;0;Unknown;-;-;
Village Provence Condomínio;ge Provence Condomínio;ge;Provence;-2;Unknown;-;-;
Jardim Vergínia VIII;Jardim Vergínia VIII;Jardim;Vergínia;2;Female;-;-;
Rua Irmã Angelica Mazarotto;Irmã Angelica Mazarotto;Irmã;Angelica;2;Female;-;-;
Rua João Batista Casagrande;Rua João Batista grande;Rua;João;-2;Male;-;-;
Rua Hellena Betecek;Hellena Betecek;Hellena;Betecek;2;Female;-;-;
Country Vila;Couny Vila;Couny;Vila;2;Unknown;-;-;
Condomínio Mirabelle;Condomínio Mirabelle;Condomínio;Mirabelle;0;Female;-;-;
Travessa Luiz Gama;Luiz Gama;Luiz;Gama;-2;Male;-;-;
Rua Martin Pena;Martin Pena;Martin;Pena;-2;Male;-;-;
Rua General Aristides Athayde Junior;General Aristides Athayde Junior;General;Aristides;-2;Male;-;-;
Rua Francisco Lachowski;Francisco Lachowski;Francisco;Lachowski;-2;Male;-;-;
Rua Érico José de Mio;Érico José de Mio;Érico;José;-2;Male;-;-;
Rua Luiz Miguel Fanchin;Luiz Miguel Fanchin;Luiz;Miguel;-2;Male;-;-;
Rua Deusmira Maria de Almeida;Deusmira Maria de Almeida;Deusmira;Maria;2;Female;-;-;
Rua Bárbara Cvintal;Bárbara Cvintal;Bárbara;Cvintal;2;Female;-;-;
Rua Neide Zarif Palhano;Neide Zarif Palhano;Neide;Zarif;2;Female;-;-;
Rua Júlio Buskei;Júlio Buskei;Júlio;Buskei;-2;Male;-;-;
Rua São João Evangelista;São João Evangelista;São;João;-2;Male;-;-;
Rua Maria das Neves Storrer;Maria das Neves Storrer;Maria;das;2;Female;-;-;
Rua Otto Willi Michaelis;Otto Willi Michaelis;Otto;Willi;-2;Male;-;-;
Rua Professor Euro Brandao;Professor Euro Brandao;Professor;Euro;-2;Male;-;-;
Condomínio Giuseppe Garibaldi;Condomínio Giuseppe Garibaldi;Condomínio;Giuseppe;-2;Male;-;-;
Four Seasons Residence;Four Seasons Residence;Four;Seasons;0;Unknown;-;-;
Rua Nicanor Rivas;Nicanor Rivas;Nicanor;Rivas;-2;Male;-;-;
Villaggio di Roma Condomínio;ggio di Roma Condomínio;ggio;di;-2;Unknown;-;-;
Condomínio Giardino Allegro;Condomínio Giardino Allegro;Condomínio;Giardino;0;Unknown;-;-;
Condomínio Giardino di Luca;Condomínio Giardino di Luca;Condomínio;Giardino;-2;Unknown;-;-;
Reserva Allameda Condomínio;Reserva Allameda Condomínio;Reserva;Allameda;0;Unknown;-;-;
Cortina Dampezzo Condomínio;Cortina Dampezzo Condomínio;Cortina;Dampezzo;0;Unknown;-;-;
Condomínio Village Mikaela;Condomínio ge Mikaela;Condomínio;ge;-2;Unknown;-;-;
Monte Bianco Condomínio;Monte Bianco Condomínio;Monte;Bianco;2;Unknown;-;-;
Paysage Curityba Condomínio Parque;Paysage Curityba Condomínio;Paysage;Curityba;0;Unknown;-;-;
Villa Del Bosco Condomínio;Del Bosco Condomínio;Del;Bosco;-2;Unknown;-;-;
Lake Louise Condomínio;Lake Louise Condomínio;Lake;Louise;2;Unknown;-;-;
Bella Itália Condomínio;Bella Itália Condomínio;Bella;Itália;2;Unknown;-;-;
Wolf Condomínio;Wolf Condomínio;Wolf;Condomínio;-2;Unknown;-;-;
Village Saint Moritz;ge Saint Moritz;ge;Saint;-2;Unknown;-;-;
Condomínio Vila Toscana;Condomínio Vila Toscana;Condomínio;Vila;2;Unknown;-;-;
Residencial Giardino di Firenze;Giardino di Firenze;Giardino;di;-2;Unknown;-;-;
Condomínio Vila Romana;Condomínio Vila Romana;Condomínio;Vila;2;Unknown;-;-;
Rua Vicente Soluchinski;Vicente Soluchinski;Vicente;Soluchinski;-2;Male;-;-;
Condomínio Santa Felicidade;Condomínio Santa Felicidade;Condomínio;Santa;2;Unknown;-;-;
Costa Ferrara Condomínio;Costa Ferrara Condomínio;Costa;Ferrara;-2;Unknown;-;-;
Gran Reserva Condomínio;Gran Reserva Condomínio;Gran;Reserva;0;Unknown;-;-;
Village Moudon;ge Moudon;ge;Moudon;-2;Unknown;-;-;
Condmínio Boulevard;Condmínio;Condmínio;;0;Unknown;-;-;
Condomínio Vilaggio Due;Condomínio Vilaggio Due;Condomínio;Vilaggio;0;Unknown;-;-;
Paysage Golden Hill Condomínio;Paysage Golden Hill Condomínio;Paysage;Golden;-2;Unknown;-;-;
Condomínio Vilaggio D Itália;Condomínio Vilaggio D Itália;Condomínio;Vilaggio;2;Unknown;-;-;
Avenida 3 Marias;3 Marias;3;Marias;2;Female;-;-;
Travessa Otávio Ribas Guimarães;Otávio Ribas Guimarães;Otávio;Ribas;-2;Male;-;-;
Rua Major Pery Leite Ferreira;Major Pery Leite Ferreira;Major;Pery;-2;Male;-;-;
Avenida Sete de Setembro;Sete de Setembro;Sete;de;-2;Unknown;-;-;
Patrick Place Condomínio;Paick Place Condomínio;Paick;Place;0;Unknown;-;-;
Villa Imperiali;Imperiali;Imperiali;;0;Unknown;-;-;
Rua Frederico Dalabona;Frederico Dalabona;Frederico;Dalabona;-2;Male;-;-;
Rua Alberto Noel de Paula Filho;Alberto Noel de Paula Filho;Alberto;Noel;-2;Male;-;-;
Condomínio Noel Rosa;Condomínio Noel Rosa;Condomínio;Noel;2;Male;-;-;
Condomínio Portal das Araucárias;Condomínio Portal das Araucárias;Condomínio;Portal;2;Unknown;-;-;
Rua Dom Pedro I;Dom Pedro I;Dom;Pedro;-2;Male;-;-;
Rua Judith Manosso;Judith Manosso;Judith;Manosso;2;Female;-;-;
Rua Joaquim Montegute;Joaquim Montegute;Joaquim;Montegute;-2;Male;-;-;
Residencial Via Veneto IV;Residencial  Veneto IV;Residencial;;0;Unknown;-;-;
Villagio Dei Fiori;gio Dei Fiori;gio;Dei;-2;Unknown;-;-;
Residencial Allegro;Allegro;Allegro;;0;Unknown;-;-;
Fortezza di Genova;Fortezza di Genova;Fortezza;di;-2;Unknown;-;-;
Condomínio Belle Ville;Condomínio Belle Ville;Condomínio;Belle;2;Unknown;-;-;
Rua Neuraci Neves do Nascimento;Neuraci Neves do Nascimento;Neuraci;Neves;2;Female;-;-;
Rua Irati;Irati;Irati;;2;Unknown;-;-;
Rua Vitorino Boscardin;Vitorino Boscardin;Vitorino;Boscardin;-2;Male;-;-;
Long Fields Residence;Long Fields Residence;Long;Fields;-2;Unknown;-;-;
Condomínio Vista Verde;Condomínio Vista Verde;Condomínio;Vista;0;Unknown;-;-;
Condomínio Bella Toscana;Condomínio Bella Toscana;Condomínio;Bella;2;Unknown;-;-;
Rua Eloi Micheleto;Eloi Micheleto;Eloi;Micheleto;-2;Male;-;-;
Rua Joana Maria Ferreira;Joana Maria Ferreira;Joana;Maria;2;Female;-;-;
Rua Teixeira Coelho;Teixeira Coelho;Teixeira;Coelho;-2;Male;-;-;
Avenida dos Estados;dos Estados;dos;Estados;2;Unknown;-;-;
Rua Idelfonso Borba Cordeiro;Idelfonso Borba Cordeiro;Idelfonso;Borba;-2;Male;-;-;
Praça Emerson da Silva;Praça Emerson da Silva;Praça;Emerson;-2;Male;-;-;
Travessa Galdino Aleixo;Galdino Aleixo;Galdino;Aleixo;-2;Male;-;-;
Rua Cardeal;Cardeal;Cardeal;;0;Unknown;-;-;
Condomínio Colinas de São Francisco;Condomínio Colinas de São Francisco;Condomínio;Colinas;-2;Unknown;-;-;
Condomínio Lomas de Navarra;Condomínio Lomas de Navarra;Condomínio;Lomas;0;Unknown;-;-;
Condominio Residencial Villaggio Gran Paradiso;Condominio Residencial ggio Gran Paradiso;Condominio;Residencial;0;Unknown;-;-;
Residencial Montese;Montese;Montese;;0;Unknown;-;-;
Villa Siena Condomínio;Siena Condomínio;Siena;Condomínio;2;Unknown;-;-;
Rua José Palu;José Palu;José;Palu;-2;Male;-;-;
Rua Lourenço Garzaro;Lourenço Garzaro;Lourenço;Garzaro;-2;Male;-;-;
Rua Hemenegildo Luca;Hemenegildo Luca;Hemenegildo;Luca;-2;Male;-;-;
Rua Roseli de Oliveira Xavier;Roseli de Oliveira Xavier;Roseli;de;2;Female;-;-;
Rua Santo João Gusi;Santo João Gusi;Santo;João;-2;Male;-;-;
Rua Argemiro de Lima;Argemiro de Lima;Argemiro;de;-2;Male;-;-;
Rua José Pires de Lima;José Pires de Lima;José;Pires;-2;Male;-;-;
Rua Júlio Barbosa;Júlio Barbosa;Júlio;Barbosa;-2;Male;-;-;
Rua Aurélio Buarque de Holanda;Aurélio Buarque de Holanda;Aurélio;Buarque;-2;Male;-;-;
Rua Liguaru Espirito Santo;Liguaru Espirito Santo;Liguaru;Espirito;2;Male;-;-;
Rua James Macedo;James Macedo;James;Macedo;-2;Male;-;-;
Rua Rosa Marangoni Stocco;Rosa Marangoni Stocco;Rosa;Marangoni;2;Female;-;-;
Rua Paulino Stedile;Paulino Stedile;Paulino;Stedile;-2;Male;-;-;
Rua Diane Maria C T S da Cruz;Diane Maria C T S da Cruz;Diane;Maria;2;Female;-;-;
Rua Cidade de Araras;Cidade de Araras;Cidade;de;0;Unknown;-;-;
Rua Emílio Pereira dos Anjos;Emílio Pereira dos Anjos;Emílio;Pereira;-2;Male;-;-;
Rua Doutor Antônio Aquino Borges;Doutor Antônio Aquino Borges;Doutor;Antônio;-2;Male;-;-;
Rua Denis Consentino Tozetto;Denis Consentino Tozetto;Denis;Consentino;2;Male;-;-;
Rua Leonil Dolores Nakamura;Leonil Dolores Nakamura;Leonil;Dolores;-2;Male;-;-;
Rua Jornalista Renato Ribas;Jornalista Renato Ribas;Jornalista;Renato;-2;Male;-;-;
Travessa 07;07;07;;0;Unknown;-;-;
Rua Márcio Henrique Martins Geenen;Márcio Henrique Martins Geenen;Márcio;Henrique;-2;Male;-;-;
Rua Guilhermina Fernandes;Guilhermina Fernandes;Guilhermina;Fernandes;2;Female;-;-;
Rua Delegado Fauze Salmen;Delegado Fauze Salmen;Delegado;Fauze;-2;Male;-;-;
Rua Josephina Demeterco;Josephina Demeterco;Josephina;Demeterco;2;Female;-;-;
Rua Wanderlei Falavinha Iensen;Wanderlei Falavinha Iensen;Wanderlei;Falavinha;-2;Male;-;-;
Rua Maria Josilda Gunha;Maria Josilda Gunha;Maria;Josilda;2;Female;-;-;
Rua Padre Silvestre Kandora;Padre Silvestre Kandora;Padre;Silvestre;-2;Male;-;-;
Rua Deputado Estefano Mikilita;Deputado Estefano Mikilita;Deputado;Estefano;-2;Male;-;-;
Rua Alberto Hammerschmidt;Alberto Hammerschmidt;Alberto;Hammerschmidt;-2;Male;-;-;
Rua Amália Gasparin Mazzarotto;Amália Gasparin Mazzarotto;Amália;Gasparin;2;Female;-;-;
Villa Napoli;Napoli;Napoli;;0;Unknown;-;-;
Villagio Maschio;gio Maschio;gio;Maschio;0;Unknown;-;-;
La Vilette Condomínio;La Vilette Condomínio;La;Vilette;0;Unknown;-;-;
Rua Arthur Belache;Arthur Belache;Arthur;Belache;-2;Male;-;-;
Green Field Residence;Green Field Residence;Green;Field;0;Unknown;-;-;
Rua Pastor Osmar Cabral;Pastor Osmar Cabral;Pastor;Osmar;-2;Male;-;-;
Rua Alfredo Volpe;Alfredo Volpe;Alfredo;Volpe;-2;Male;-;-;
Rua Josefina Trevisan Strapasson;Josefina Trevisan Strapasson;Josefina;Trevisan;2;Female;-;-;
Rua Brigadeiro Franco;Brigadeiro Franco;Brigadeiro;Franco;-2;Male;-;-;
Rua Ella Ferdinanda Dorotheia Paasche;Ella Ferdinanda Dorotheia Paasche;Ella;Ferdinanda;2;Female;-;-;
Rua João Baptista Belinasso;João Baptista Belinasso;João;Baptista;-2;Male;-;-;
Rua Professor João Falarz;Professor João Falarz;Professor;João;-2;Male;-;-;
Rua Hermenildo Almeida Rocha;Hermenildo Almeida Rocha;Hermenildo;Almeida;-2;Male;-;-;
Rua Felicio Lascoski;Felicio Lascoski;Felicio;Lascoski;-2;Male;-;-;
Rua Miguel Felipe Daher;Miguel Felipe Daher;Miguel;Felipe;-2;Male;-;-;
Rua Carlos Kampmann;Carlos Kampmann;Carlos;Kampmann;-2;Male;-;-;
Rua Antônio Adão Falarz;Antônio Adão Falarz;Antônio;Adão;-2;Male;-;-;
Condomínio Poiana Maggiore;Condomínio Poiana Maggiore;Condomínio;Poiana;0;Unknown;-;-;
Condomínio Três Marias;Condomínio ês Marias;Condomínio;ês;2;Female;-;-;
Condomínio Campo Dei Fiori;Condomínio Campo Dei Fiori;Condomínio;Campo;-2;Unknown;-;-;
Famiglia Stival Residenziale;Famiglia Stival Residenziale;Famiglia;Stival;0;Unknown;-;-;
Condomínio Villaggio Campo Felice;Condomínio ggio Campo Felice;Condomínio;ggio;-2;Unknown;-;-;
Rua Antônio Wolpe;Antônio Wolpe;Antônio;Wolpe;-2;Male;-;-;
Rua Garbosa;Garbosa;Garbosa;;0;Unknown;-;-;
Rua Osiel Fonseca;Osiel Fonseca;Osiel;Fonseca;-2;Male;-;-;
Rua Jorge José Picussa;Jorge José Picussa;Jorge;José;-2;Male;-;-;
Rua João Hernani Bettega;João Hernani Bettega;João;Hernani;-2;Male;-;-;
Rua Synval Stocchero;Synval Stocchero;Synval;Stocchero;-2;Male;-;-;
Rua Antônio Dias de Andrade;Antônio Dias de Andrade;Antônio;Dias;-2;Male;-;-;
Rua Cidade de Itapetininga;Cidade de Itapetininga;Cidade;de;0;Unknown;-;-;
Rua Eduardo Serra;Eduardo Serra;Eduardo;Serra;-2;Male;-;-;
Rua Paulo Leminski;Paulo Leminski;Paulo;Leminski;-2;Male;-;-;
Rua Luiz Maltaca;Luiz Maltaca;Luiz;Maltaca;-2;Male;-;-;
Rua Deputado Newton Carneiro;Deputado Newton Carneiro;Deputado;Newton;-2;Male;-;-;
Rua Júlio Garmatter;Júlio Garmatter;Júlio;Garmatter;-2;Male;-;-;
Rua Francisco Frederico Leone;Francisco Frederico Leone;Francisco;Frederico;-2;Male;-;-;
Le Refuge Condomínio;Le Refuge Condomínio;Le;Refuge;2;Unknown;-;-;
Rua João Zem;João Zem;João;Zem;-2;Male;-;-;
Rua Francisco Antonio Dziedicz;Francisco Antonio Dziedicz;Francisco;Antonio;-2;Male;-;-;
Condomínio Serras de Córdoba;Condomínio Serras de Córdoba;Condomínio;Serras;0;Unknown;-;-;
Condomínio Paysage Di Padova;Condomínio Paysage Di Padova;Condomínio;Paysage;-2;Unknown;-;-;
Paysage Evergreen Condomínio;Paysage Evergreen Condomínio;Paysage;Evergreen;0;Unknown;-;-;
Rua Ângelo Pianaro Travessa;Ângelo Pianaro Travessa;Ângelo;Pianaro;-2;Male;-;-;
Rua Maria Leonisia de Loyola Pinho;Maria Leonisia de Loyola Pinho;Maria;Leonisia;2;Female;-;-;
Rua Emma Pschera Lass;Emma Pschera Lass;Emma;Pschera;2;Female;-;-;
Rua David Martins Lass;David Martins Lass;David;Martins;-2;Male;-;-;
Rua Professora Yolanda Romeu Lugarini;Professora Yolanda Romeu Lugarini;Professora;Yolanda;2;Female;-;-;
Rua Domingos Stival;Domingos Stival;Domingos;Stival;-2;Male;-;-;
Rua Professor Rafael Baldissera;Professor Rafael Baldissera;Professor;Rafael;-2;Male;-;-;
Rua Alberto Fila;Alberto Fila;Alberto;Fila;-2;Male;-;-;
Rua 21 de Julho;21 de Julho;21;de;-2;Unknown;-;-;
Rua Miguel Spondaryk;Miguel Spondaryk;Miguel;Spondaryk;-2;Male;-;-;
Condomínio Residencial João Menegusso;Condomínio  João Menegusso;Condomínio;;-2;Male;-;-;
Rua Professor Henrique Berg;Professor Henrique Berg;Professor;Henrique;-2;Male;-;-;
Rua Francisco Pilatti;Francisco Pilatti;Francisco;Pilatti;-2;Male;-;-;
Condomínio Montechiaro;Condomínio Montechiaro;Condomínio;Montechiaro;0;Unknown;-;-;
Rua Natalio Barbosa dos Santos;Natalio Barbosa dos Santos;Natalio;Barbosa;-2;Male;-;-;
Rua Vitorino Kaviski;Vitorino Kaviski;Vitorino;Kaviski;-2;Male;-;-;
Rua Arnaldo Fontana;Arnaldo Fontana;Arnaldo;Fontana;-2;Male;-;-;
Rua Carlos Fracaro;Carlos Fracaro;Carlos;Fracaro;-2;Male;-;-;
Rua Freyesleben;Freyesleben;Freyesleben;;0;Male;-;-;
Rua Assunta Biagini;Assunta Biagini;Assunta;Biagini;2;Female;-;-;
Travessa José Bim;José Bim;José;Bim;-2;Male;-;-;
Rua Desembargador Augusto Guimarães Cortes;Desembargador Augusto Guimarães Cortes;Desembargador;Augusto;-2;Male;-;-;
Rua Pedro Slongo;Pedro Slongo;Pedro;Slongo;-2;Male;-;-;
Rua Severino Tessari;Severino Tessari;Severino;Tessari;-2;Male;-;-;
Rua Tomaz Tessari;Tomaz Tessari;Tomaz;Tessari;-2;Male;-;-;
Rua Pedro Valentim dos Santos;Pedro Valentim dos Santos;Pedro;Valentim;-2;Male;-;-;
Condomínio Edifício Ilhas do Cabo Verde;Condomínio Edifício Ilhas do Cabo Verde;Condomínio;Edifício;0;Unknown;-;-;
Residencial Iguape;Iguape;Iguape;;0;Unknown;-;-;
Rua Alexssandro Gomes Benedito;Alexssandro Gomes Benedito;Alexssandro;Gomes;-2;Male;-;-;
Travessa G;G;G;;0;Unknown;-;-;
Residencial Paequerê I;Paequerê I;Paequerê;I;0;Unknown;-;-;
Travessa Alípio Davi;Alípio Davi;Alípio;Davi;-2;Male;-;-;
Condomínio Villa Júlia;Condomínio  Júlia;Condomínio;;2;Female;-;-;
Condomínio Villagio Verona;Condomínio gio Verona;Condomínio;gio;2;Male;-;-;
Spazio Cosmopolitan;Spazio Cosmopolitan;Spazio;Cosmopolitan;0;Unknown;-;-;
Conjunto Residencial Iguaçu V;Conjunto  Iguaçu V;Conjunto;;0;Unknown;-;-;
Travessa Humberto Lavalle;Humberto Lavalle;Humberto;Lavalle;-2;Male;-;-;
Condomínio Residencial José Ferroni;Condomínio  José Ferroni;Condomínio;;-2;Male;-;-;
Rua Felinto Bento Vianna;Rua Felinto Bento nna;Rua;Felinto;-2;Male;-;-;
Rua Anilda Moro Ploszaj;Anilda Moro Ploszaj;Anilda;Moro;2;Female;-;-;
Travessa Irene de Oliveira Correa;Irene de Oliveira Correa;Irene;de;2;Female;-;-;
Condomínio Mauá II;Condomínio Mauá II;Condomínio;Mauá;-2;Unknown;-;-;
Rua Elyxio Simões;Elyxio Simões;Elyxio;Simões;-2;Male;-;-;
Residencial Morada Verde;Morada Verde;Morada;Verde;0;Unknown;-;-;
Travessa Projetada;Projetada;Projetada;;0;Unknown;-;-;
Residencial Bella Cittá;Bella Cittá;Bella;Cittá;2;Unknown;-;-;
Condomínio Spazio Carlotte;Condomínio Spazio Carlotte;Condomínio;Spazio;0;Unknown;-;-;
Condomínio Mauá I;Condomínio Mauá I;Condomínio;Mauá;-2;Unknown;-;-;
Condomínio Residencial Marechal Rondon;Condomínio  Marechal Rondon;Condomínio;;-2;Male;-;-;
Travessa Ladislau Veiga;Ladislau Veiga;Ladislau;Veiga;-2;Male;-;-;
Travessa Braz Ribeiro;Braz Ribeiro;Braz;Ribeiro;-2;Male;-;-;
Travessa Vercy Caggiano;Vercy Caggiano;Vercy;Caggiano;-2;Male;-;-;
Travessa Leovigildo Marchioro;Leovigildo Marchioro;Leovigildo;Marchioro;-2;Male;-;-;
Travessa Ervino Ramm;Ervino Ramm;Ervino;Ramm;-2;Male;-;-;
Travessa Nair Cordeiro Ribeiro;Nair Cordeiro Ribeiro;Nair;Cordeiro;2;Female;-;-;
Travessa Rai Fischer;Rai Fischer;Rai;Fischer;-2;Male;-;-;
Condomínio Residencial Vilas Novas;Condomínio  Vilas Novas;Condomínio;;0;Unknown;-;-;
Travessa Mauro Luiz de Matos;Mauro Luiz de Matos;Mauro;Luiz;-2;Male;-;-;
Travessa Elzira Harthman;Elzira Harthman;Elzira;Harthman;2;Female;-;-;
Travessa Tenente Manoel de Lima;Tenente Manoel de Lima;Tenente;Manoel;-2;Male;-;-;
Travessa Maria Milchin;Maria Milchin;Maria;Milchin;2;Female;-;-;
Rua Alcides Jossé Francisco;Alcides Jossé Francisco;Alcides;Jossé;2;Male;-;-;
Acesso Antônio Carvalho;Antônio Carvalho;Antônio;Carvalho;-2;Male;-;-;
Rua Irineu de Silva;Irineu de Silva;Irineu;de;-2;Male;-;-;
Residencial Moradas do Campo;Moradas do Campo;Moradas;do;0;Unknown;-;-;
Conjunto Residencial Vila Formosa;Conjunto  Vila Formosa;Conjunto;;2;Unknown;-;-;
Boulevard das Palmeiras I;das Palmeiras I;das;Palmeiras;2;Unknown;-;-;
Boulevard das Palmeiras II;das Palmeiras II;das;Palmeiras;2;Unknown;-;-;
Boulevard das Palmeiras III;das Palmeiras III;das;Palmeiras;2;Unknown;-;-;
Conjunto Residencial Moradias Paritá;Conjunto  Moradias Paritá;Conjunto;;0;Unknown;-;-;
Rua Raul Zanon;Raul Zanon;Raul;Zanon;-2;Male;-;-;
Rua Victor Camargo;Victor Camargo;Victor;Camargo;-2;Male;-;-;
Residencial Pato Branco;Pato Branco;Pato;Branco;-2;Unknown;-;-;
Rua Othelo Werneuk Lopes;Othelo Werneuk Lopes;Othelo;Werneuk;-2;Male;-;-;
Rua Deputado Ernesto Moro Redeschi;Deputado Ernesto Moro Redeschi;Deputado;Ernesto;-2;Male;-;-;
Travessa Lourdes Victor Kullak;Lourdes Victor Kullak;Lourdes;Victor;2;Female;-;-;
Rua Ancião Joaquim dos Santos Neto;Ancião Joaquim dos Santos Neto;Ancião;Joaquim;-2;Male;-;-;
Rua Paulino Mocelin;Paulino Mocelin;Paulino;Mocelin;-2;Male;-;-;
Residencial Vila Felicia;Vila Felicia;Vila;Felicia;2;Female;-;-;
Rua Otília Maria Carlota Frank;Otília Maria Carlota Frank;Otília;Maria;2;Female;-;-;
Residencial Spazio Castel di Bettega;Spazio Castel di Bettega;Spazio;Castel;-2;Unknown;-;-;
Residencial Ouro Fino;Ouro Fino;Ouro;Fino;0;Unknown;-;-;
Condomínio Residencial Nossa Senhora de Fátima;Condomínio  Nossa Senhora de Fátima;Condomínio;;2;Female;-;-;
Residencial Houston Club & House;Houston Club & House;Houston;Club;-2;Unknown;-;-;
Paysage Privilege Condomínio;Paysage Privilege Condomínio;Paysage;Privilege;0;Unknown;-;-;
Paysage Excelence Condomínio;Paysage Excelence Condomínio;Paysage;Excelence;0;Unknown;-;-;
Rua José Gavioli;José Gavioli;José;Gavioli;-2;Male;-;-;
Rua Roncador;Roncador;Roncador;;0;Unknown;-;-;
Rua Grandes Rios;Grandes Rios;Grandes;Rios;0;Unknown;-;-;
Moradias Tambaú;Moradias Tambaú;Moradias;Tambaú;0;Unknown;-;-;
Rua Jornalista José Cury;Jornalista José Cury;Jornalista;José;-2;Male;-;-;
Rua Daniel Egg;Daniel Egg;Daniel;Egg;-2;Male;-;-;
Rua Congonhinhas;Congonhinhas;Congonhinhas;;0;Unknown;-;-;
Rua Antônio Wosniak;Antônio Wosniak;Antônio;Wosniak;-2;Male;-;-;
Rua Iguaracu;Iguaracu;Iguaracu;;0;Unknown;-;-;
Residencial Quintas de São Francisco;Quintas de São Francisco;Quintas;de;-2;Male;-;-;
Rua Álvaro Maravalhas;Álvaro Maravalhas;Álvaro;Maravalhas;-2;Male;-;-;
Rua Celeste Senegaglia;Celeste Senegaglia;Celeste;Senegaglia;2;Female;-;-;
Residencial Curitiba;Curitiba;Curitiba;;0;Unknown;-;-;
Residencial Rio Negro;Rio Negro;Rio;Negro;-2;Unknown;-;-;
Residencial Araucária;Araucária;Araucária;;0;Unknown;-;-;
Rua Ezequiel da Costa Ribeiro;Ezequiel da Costa Ribeiro;Ezequiel;da;-2;Male;-;-;
Rua Ernestina dos Santos;Ernestina dos Santos;Ernestina;dos;2;Female;-;-;
Rua Elisabete T do Prado;Elisabete T do Prado;Elisabete;T;2;Female;-;-;
Condomínio Bella Vita Sole;Condomínio Bella Vita Sole;Condomínio;Bella;2;Unknown;-;-;
Condomínio Villareal;Condomínio real;Condomínio;real;0;Unknown;-;-;
Condomínio Manhattan;Condomínio Manhattan;Condomínio;Manhattan;0;Unknown;-;-;
Condomínio Spazio Celebrare;Condomínio Spazio Celebrare;Condomínio;Spazio;0;Unknown;-;-;
Residencial do Bosque;do Bosque;do;Bosque;0;Unknown;-;-;
Conjunto Residencial Barigui;Conjunto  Barigui;Conjunto;;0;Unknown;-;-;
Conjunto Residencial Verde Espaço;Conjunto  Verde Espaço;Conjunto;;0;Unknown;-;-;
Rua Arquiteto Walter Bernal;Arquiteto Walter Bernal;Arquiteto;Walter;-2;Male;-;-;
Condomínio Conjunto Residencial Buriti;Condomínio Conjunto  Buriti;Condomínio;Conjunto;0;Unknown;-;-;
Rua Zelig Katz;Zelig Katz;Zelig;Katz;0;Male;-;-;
Ideale Residencial;Ideale;Ideale;;0;Unknown;-;-;
Rua Viviany Cristina Wanto;Viviany Cristina Wanto;Viviany;Cristina;2;Female;-;-;
Condomínio Residencial Serra Dourada;Condomínio  Serra Dourada;Condomínio;;0;Unknown;-;-;
Residencial Gênova;Gênova;Gênova;;2;Unknown;-;-;
Condomínio Professora Scheyla;Condomínio Professora Scheyla;Condomínio;Professora;2;Female;-;-;
Rua João Batista Collin;João Batista Collin;João;Batista;-2;Male;-;-;
Residencial Plaza Horizonte;Residencial  Horizonte;Residencial;;-2;Unknown;-;-;
Condomínio Residencial Frei Miguel;Condomínio  Frei Miguel;Condomínio;;-2;Male;-;-;
Residencial Vida Nova;Vida Nova;Vida;Nova;2;Unknown;-;-;
Rua José Kulik;José Kulik;José;Kulik;-2;Male;-;-;
Condomínio Ville France;Condomínio Ville France;Condomínio;Ville;-2;Unknown;-;-;
Condomínio Beverly Hills;Condomínio Beverly Hills;Condomínio;Beverly;2;Unknown;-;-;
Rua João Aguida;João Aguida;João;Aguida;-2;Male;-;-;
Rua João Gilberto Justus;João Gilberto Justus;João;Gilberto;-2;Male;-;-;
Paradiso Residenze;Paradiso Residenze;Paradiso;Residenze;0;Unknown;-;-;
Rua Lúcio da Costa Borges;Lúcio da Costa Borges;Lúcio;da;-2;Male;-;-;
Rua João Gilberto Santos;João Gilberto Santos;João;Gilberto;-2;Male;-;-;
Condomínio Residencial Portal do Iguaçu;Condomínio  Portal do Iguaçu;Condomínio;;0;Unknown;-;-;
Rua Paulo Pampuche;Paulo Pampuche;Paulo;Pampuche;-2;Male;-;-;
Rua Olívio Zagonel;Olívio Zagonel;Olívio;Zagonel;-2;Male;-;-;
Rua Joaquim Domingos Vicentim;Joaquim Domingos Vicentim;Joaquim;Domingos;-2;Male;-;-;
Rua Arcy Neves;Arcy Neves;Arcy;Neves;-2;Female;-;-;
